Trace,SymmetricFrobeniusNorm,upperBandwidth,Dimension,DiagonalMean,FrobeniusNorn,lowerBandwidth,nnz,ColumnVariance,solver,class
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,89565283,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,45869638,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,45869637,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,89269802,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,89269803,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,89269804,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,30870721,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,30870720,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,64278029,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,44526267,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,95762352,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,49834419,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,49834418,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,11256943,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,11256941,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,11256944,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,17887723,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,53362206,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,75830644,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,95762353,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,47942864,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,47942865,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,47942866,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,8520536,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,82456576,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,95762354,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,90783920,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,30870723,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,45869640,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,36564233,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,75830645,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,36564234,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,81986705,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052870,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052871,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361467,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361464,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,80361465,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,49834420,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,1216556,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,36564235,bad
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,75830647,good
10563.6,5437.87,230,4562,2.31556,5120.83,310,10036.4,0.00276236,37052868,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89565283,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,91036839,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869639,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869638,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869637,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269802,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269803,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269801,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,89269804,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870721,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,53302993,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870720,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,64278029,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,44526267,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762352,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834417,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834419,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834418,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256942,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256943,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256941,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,42851841,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,11256944,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,31459546,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,17887723,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,91845162,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,53362206,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762355,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,12321508,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830644,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762353,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,85483012,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,47942866,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,8520536,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,82456576,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,95762354,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,90783920,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,99720138,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870723,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,30870722,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,13323659,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,45869640,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564233,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564232,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830645,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564234,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,81986705,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052870,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052871,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361466,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361467,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361464,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,80361465,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,49834420,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,1216556,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,36564235,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830647,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,75830646,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,18524981,bad
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052869,good
10698.8,4774.76,5320,5321,2.01067,5755.54,5320,10109.9,0.00219861,37052868,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89565283,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,45869638,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,45869637,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89269803,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,89269804,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,30870721,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,30870720,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,64278029,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,44526267,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,95762352,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,49834419,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,11256943,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,11256944,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,17887723,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,53362206,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,75830644,good
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,95762353,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,47942864,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,47942865,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,8520536,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,82456576,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,90783920,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,75830645,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,36564234,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,81986705,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,37052870,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,37052871,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,80361464,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,80361465,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,49834420,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,1216556,bad
13163.4,6479.29,0,20896,0.629949,4672.49,0,10448,2.39E-05,36564235,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89565283,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,91036839,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869639,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869638,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869637,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942867,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269802,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269803,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269801,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,89269804,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870721,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53302993,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870720,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,64278029,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,44526267,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17734818,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762352,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834417,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834419,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,49834418,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256942,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256943,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256941,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,42851841,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,11256944,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,31459546,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,17887723,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,91845162,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,53362206,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762355,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,12321508,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830644,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762353,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,85483012,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942864,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942865,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,47942866,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,8520536,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,82456576,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,95762354,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,90783920,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,99720138,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870723,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,30870722,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,13323659,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,45869640,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564233,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,68908713,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564232,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,75830645,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,36564234,bad
853017,122363,123,124,6879.17,126210,123,10453.2,74946.2,81986705,bad
